id,latitude,longitude,elevation
DJGJG,43.19,-79.17,98
72005,35.65,-112.15,1829
12125,54.55,17.75,17
42042,33.9833,74.7833,1664
95286,-17.1,145.4,476
15640,42.6667,26.3167,257
54662,38.9,121.6333,97
99437,43.7833,-68.85,16
4201,77.4667,-63.2167,16
83732,-22.2833,-46.55,0
JUYK7,48.83,-124.05,171
63471,9.6,41.8667,1146
95100,-10.6133,125.9842,37
71217,50.28,-113.35,1006
KMTV0,36.6307,-80.0183,287
41530,34.0167,71.5833,359
14447,43.1667,16.45,20
16748,35.5,27.2167,9
71369,45.0167,-74.6833,63
48985,10.6167,104.2167,5
22216,67.5667,33.3667,136
IIP1H,48.9597,8.5905,160
62722,15.8333,36.15,430
10688,49.6667,12.1833,438
BD6I9,46.55,-67.17,259
PACE0,65.5739,-144.7809,286
89670,-77.8833,166.65,12
6612,47.0833,6.8,1018
10818,48.1,8.75,973
2305,58.9,13.25,50
16625,40.9333,24.3833,62
40935,34.65,61.5833,0
94100,-14.3,126.6,29
69826,29.67,47.42,146
L5MS8,54.14,-115.79,782
35633,47.85,59.6167,176
71328,44.66,-63.58,4
93998,-54.5,158.95,6
8561,38.0667,-7.9167,194
O4P12,49.5248,7.6431,416
20973,70.85,89.8833,29
48850,16.6542,106.7317,420
4042,64.25,-20.4167,101
71484,53.49,-130.64,13
60135,34.05,-6.7667,84
D5676,52.3962,10.6892,82
6170,55.5833,12.1333,44
K4A60,34.6887,-86.0059,198
62941,4.8667,31.6,460
86017,-20.7167,-61.9167,318
KMEH0,45.5167,-118.4,1236
6141,54.8275,11.3289,8
27369,57.1333,45.1667,111
43475,6.8833,81.8333,4
15412,44.45,23.1333,314
KGGI0,41.7099,-92.736,307
98815,7,118.0833,33
74468,38.8333,-85.4167,0
KMKT0,44.2228,-93.9193,311
60395,36.7,4.05,195
3907,55.1603,-6.9483,6
28116,58.9833,54.65,187
KLRU0,32.2894,-106.922,1358
3560,52.2167,-0.4833,85
51241,45.95,83.6167,2072
D0279,48.7573,9.4514,457
KMUO0,43.0436,-115.8724,913
KLUD0,33.2542,-97.5805,319
27930,52.7,39.5167,150
KGSB0,35.3394,-77.9606,33
47891,34.3167,134.05,9
60338,35.2833,-2.95,47
34302,50.2,35.5333,202
94718,-30.95,148.3833,180
72334,35.0333,-89.9833,102
71661,48.4803,-67.6011,701
61886,9.5833,-11.55,463
7110,48.45,-4.4167,99
94664,-33.0167,137.5167,13
86986,-30.5478,-53.4675,450
52876,36.3333,102.8333,1905
94670,-33.7833,138.2167,103
KRAC0,42.7612,-87.8139,205
2274,64.2167,19.7167,204
53915,35.55,106.6667,1348
KSZT0,48.2995,-116.5601,650
D3675,52.0818,9.4077,77
80022,10.45,-75.5167,1
2552,58.0719,15.2361,197
KMMT0,33.9188,-80.8006,77
2420,60.5167,14.95,193
KHBI0,35.6545,-79.8948,204
74504,37.5,-122.5,49
99610,-34.6,-54.6,46
31364,53.5667,139.65,128
67655,-15.0667,27.1833,1216
57385,31.7167,113.3667,61
69810,24.25,54.55,23
47838,32.2,130.0333,3
J8UNY,49.5573,6.4541,327
40953,34.3167,70.7667,0
81756,-3.4839,-39.5883,102
KTRL0,32.7092,-96.2674,145
54259,42.1,124.95,235
29625,55.1,80.9667,139
7774,42.1297,9.4964,50
99640,-19.6,116.1,-9999
71072,76.2333,-119.3333,15
DHFDC,49.8633,7.3378,370
99433,43.75,-87.6833,176
69788,36.32,43.15,223
DAL19,49.46,-123.72,86
11343,47.0544,12.9581,3105
48968,12.5167,104.1833,5
FNXPH,58.85,-112,212
KFOK0,40.8437,-72.6318,20
8HYAV,46.87,-72.4,160
94350,-23.6,145.3,267
71837,49.36,-113.11,1128
LTBK0,38.3191,27.1594,132
71139,49.64,-109.51,1271
15618,0,0,0
83554,-19,-57.6667,141
KFMY0,26.5866,-81.8632,5
G36XH,49.7473,8.384,95
VLVV0,18.9167,102.45,296
23503,65.0333,53.9167,38
62735,14.2167,35.85,511
94305,-21.6333,115.1,4
1089,69.7333,29.9,9
PANV0,62.6473,-160.1901,91
8536,38.7667,-9.1333,114
99202,23.4,-162.3,3
11735,50.0667,17.2333,1492
6708,46.5722,6.8583,827
KSZN0,34.0606,-119.9151,15
47653,34.6333,137.1,6
82184,-1.7333,-52.2333,17
15511,43.8167,23.25,32
94152,-16.1,136.3,16
KHLB0,39.3445,-85.2583,297
11021,48.9667,15.0333,564
48107,15.25,97.8667,3
63043,13.0667,42.7167,14
6711,46.5122,6.6675,456
96045,3.4667,97.3,0
94996,-29,167.9,113
72458,39.55,-97.65,453
40250,32.5,38.2,686
91840,-20.1333,-157.35,9
1342,60.3186,6.6539,12
55385,31.48,92.06,4508
71566,53.44,-114.72,814
95720,-33.8,148.7,381
47768,34.65,133.9167,3
94852,-37.5,143.8,441
69040,33.32,69.97,1153
7022,49.65,-1.5,130
15184,46.1667,24.35,1186
95307,-20.7,116.8,9
70173,66.9833,-153.7,372
71127,54.7833,-110.0667,606
LBGO0,43.15,25.6,144
KLQK0,34.81,-82.7029,309
60492,35.7333,0.55,0
40939,34.8,63.4167,1280
99425,42.4833,-79.35,183
71895,50.9167,-127.95,14
35941,45.6833,59.9167,80
17040,41.0333,40.5167,9
CVSMW,51.7433,10.6832,490
8534,38.7,-9.0333,14
0JGQ7,45.95,-73.58,69
ESOE0,59.2333,15.05,57
3392,53.0833,0.2667,3
KFKA0,43.6767,-92.1797,389
94602,-32,115.5,43
63832,-5.0833,32.8333,1181
26850,53.9333,27.6333,234
94297,-19.3,147.1,0
89002,-70.6667,-8.25,50
94105,-14.0333,121.75,3
28009,59.3667,52.2167,167
30766,52.5333,117,539
71953,60.1167,-128.8167,690
CX5NV,50.8534,7.9966,229
48914,9.1667,105.1667,3
DBP37,49.925,8.2985,120
48952,15.6833,106.4333,168
41416,15.3667,42.5833,0
KMTN0,39.3257,-76.4138,7
ZGBH0,21.5394,109.294,16
KFIT0,42.5541,-71.759,106
91754,-14.3167,-178.1167,6
99207,38.5,-70.7,3
6723,46.0992,7.2686,2730
34813,46.4167,37.95,16
16288,41.0708,14.3236,61
23905,60.5,52.6667,152
D0420,52.5447,13.5598,60
D2878,51.391,11.8788,118
68572,-29.8,29.35,1614
IY2NW,61.31,-73.67,503
67584,-13.0167,33.4667,1015
81006,3.3667,-59.8,82
4L2TQ,49.6596,6.444,188
8179,41.4094,1.8861,651
78741,12.15,-86.1667,50
8055,42.5833,-5.65,926
KMBO0,32.4387,-90.1031,99
71961,48.4167,-123.3833,0
11017,48.5167,14.5,563
2284,63.4333,19.6833,5
MHSZN,59.896,10.801,130
64570,-1.65,13.4333,444
10268,53.5167,12.6667,70
23509,64.2333,53.5,60
94646,-30.8333,128.1,160
1419,59.0508,6.1211,300
99206,47.4,-124.5,3
94238,-19.6,134.2,375
54753,37.6167,120.3167,5
63404,10.0333,34.5333,1733
30555,54.6167,113.1333,0
83687,-21.2333,-45,919
38598,40.2667,69.8167,339
OX0S8,49.249,7.9615,200
6203,52.36,3.3417,42
94629,-33.6833,117.55,310
47159,35.1,129.0333,69
J043I,47.7941,12.486,540
D0808,48.1869,12.8098,411
23022,69.75,61.7,53
6RUKN,58.2,8.187,35
72636,43.1667,-86.2333,191
91314,5.3333,132.3833,3
71847,49.83,-92.75,413
86625,-11.2803,-57.5267,260
29580,56.1667,95.2667,359
43272,13.2,78.0667,857
23913,60.8,58.95,305
67421,-9.7,33.2667,1278
62129,53.1,2.2,-9999
23946,60.5167,74.0333,48
33058,52.05,33.95,190
1035,69.25,19.8833,12
81988,-9.2861,-43.3244,523
10516,50.3733,7.5844,84
40920,36.5,71.25,2600
KPOY0,44.8672,-108.7934,1553
PHMU0,20.0013,-155.6681,814
34047,51.8333,41.4833,148
KJSY0,45.3595,-117.2538,1256
37825,40.4167,46.3333,1562
71106,49.0833,-125.7667,24
22854,61.6667,40.1833,224
23939,60.3333,68.95,30
KDFI0,41.3375,-84.4288,216
1026,69.65,18.9333,103
98S13,49.401,8.3478,110
2ZZ1L,49.75,-114.88,1138
95312,-21.9833,119,387
KCMI0,40.0388,-88.2778,230
94651,-31.4,130.9,64
53923,35.7333,107.6333,1423
D5729,52.7605,14.2173,6
6639,47,7.9333,1407
86937,-26.7769,-53.5044,665
47678,33.1,139.7833,79
10648,49.7167,9.1,453
31512,50.2531,127.5611,130
OZW12,45.65,-74.33,91
94845,-38.3833,143.6,248
58918,25.0667,116.35,207
86718,-15.5242,-46.4356,894
31392,52.8,131.7167,358
94862,-36,146,125
2206,63.3,12.1167,642
KGXY0,40.4374,-104.6332,1432
71051,72,-125.2667,88
72561,41.1,-102.9833,1315
99670,53.5,4.2,0
93388,-39.4228,175.6867,891
EDPO0,49.2867,11.4461,425
9WGGI,48.8042,8.443,351
XV90V,59.131,10.256,10
MGQZ0,14.8333,-91.5167,2500
71156,53.58,-116.45,927
80431,9.9167,-67.3333,429
KW780,36.7094,-78.8483,128
68322,-26.4667,20.6167,879
94618,-32.0544,115.7414,60
8507,39.1,-28.0333,26
92022,-2.7,141.3167,3
8453,36.4667,-6.2,30
85972,-56.6,-68.7167,42
PAGB0,68.4797,-149.4899,812
KPMV0,40.9484,-95.9174,367
86977,-29.7,-53.7,95
OMAB0,23.6167,53.3833,94
2450,60.7333,17.5667,5
60517,35.1,-1.8667,83
2961,61.1333,21.3667,6
KEEO0,40.0488,-107.8859,1959
82103,0.0667,-68.2333,0
43599,-0.6833,73.15,2
10151,54.2,11.1,8
2919,62.6833,30.95,162
LTAY0,37.7833,29.7,849
52736,37.84,95.36,3174
KOLV0,34.9787,-89.7869,123
99415,30.3833,-81.4,5
91339,5.5,153.8167,3
89009,-90,0,2830
53073,43.65,112,966
KNAK0,38.9833,-76.4833,12
KRJD0,38.9701,-75.8663,20
1384,60.2,11.0833,20
70270,61.2667,-149.65,115
Z5ZDK,47.07,-70.91,168
KIER0,31.7357,-93.0991,37
26479,56.5,31.65,187
15405,44.75,27.3,50
0FY9O,59.737,5.38,20
25648,63.2,167.85,44
11390,47.2806,15.9786,330
23376,66.9406,88.3708,102
71423,49.09,-61.7,7
99571,45.1,-55.8,-9999
30028,59.2833,106.1667,352
86699,-14.65,-39.1667,78
1339,61.1667,6.65,54
24477,65.25,135.9,676
68593,-29.7669,31.05,8
KFEW0,41.1333,-104.8672,1878
7148,48.6,2.3333,82
10518,50.7,7.0333,158
2123,66.3242,17.0944,552
95979,-42.9,147.2,1261
15611,0,0,0
94313,-22.2333,118.3333,463
94674,-30.6,138.4,261
KVGC0,42.8434,-75.5612,346
SCRD0,-33.0683,-71.5575,335
22213,67.8333,33.75,135
71491,66.24,-128.64,82
86945,-26.2486,-49.5806,869
K22EQ,52.39,-126.6,36
BGGN0,69.25,-53.5,0
56028,33.5,96.25,4976
WHHED,53.72,-113.18,620
KLBR0,33.5932,-95.0636,134
UTNU0,41.5833,60.6333,97
99676,44.6,-124.5,0
54774,37.45,122.0333,61
38613,40.9167,72.95,764
27097,59.3833,48.9833,0
82668,-6.6333,-51.9833,150
71005,53.11,-111.18,658
71128,50.27,-111.18,770
2411,59.6747,12.6381,66
32333,57.65,163.2333,8
36231,50.7333,86.15,832
4Q4CU,49.34,-117.77,435
28598,55.6,73.4833,87
EKTE0,55.7215,4.8021,-9999
KI230,39.5704,-83.4205,299
KIPL0,32.8342,-115.5787,-16
15083,47.15,23.8667,150
10834,48.1667,9.5,526
57328,31.2,107.5,311
81658,-0.8111,-48.5158,11
22355,66.4833,40.6833,16
D3836,50.4538,10.2211,312
LIMA0,45.0864,7.6034,287
47451,42.05,139.45,16
94077,-10.3167,150.3333,20
38851,39.0333,70.3,1316
99128,-27.2,152.1,612
71498,50.93,-112.94,907
98646,10.3,123.9667,23
59087,23.8667,113.5333,68
96009,5.2333,97.2,87
KJVY0,38.3654,-85.7382,145
30844,51.35,110.4667,808
D4703,48.0719,9.1942,580
91583,-20.9333,165.3167,11
53845,36.6,109.5,959
78792,9.05,-79.3667,45
1265,62.2667,10.7667,0
10554,50.9833,10.9667,315
44305,46.6833,113.2833,982
26887,53.35,32.0667,164
3409,52.9072,-3.5831,163
86728,-16.45,-54.5667,284
3014,60.1167,-2.0667,13
2081,68.4419,22.4436,330
3701,51.0167,-4.4833,122
91670,-17.15,176.9167,5
97380,-10.5,121.8333,26
99567,30.2,-13,-9999
67891,-19.3167,30.6,1260
76833,16.1667,-95.2,6
10628,49.9833,7.95,118
24908,60.3333,102.2667,260
71166,60.44,-121.24,498
KLCI0,43.573,-71.4178,166
71512,50.27,-64.23,11
THX3A,60.372,5.155,30
85834,-43.5667,-74.8333,140
0OBKP,28.36281,-98.11647,39
94128,-13.8,131.2,20
86938,-26.4072,-52.8506,960
84761,-17.0333,-72.0167,13
36096,51.7167,94.5,629
74917,35.1417,-119.4382,267
62116,58.1,1.8,-9999
91284,19.9,-155.75,480
91779,-18.5833,-173.9667,67
43338,11.4833,77.7667,172
65338,7.1667,2.0667,166
98425,14.5833,120.9833,16
30942,50.95,111.45,934
WRV4V,40.0389,-79.015,693
82240,-2.6333,-56.7333,29
2722,68.4167,27.4167,320
KVC8L,46.25,-63.33,67
41466,13.6833,44.1333,1402
66460,-17.0833,15.7333,1108
1449,58.87,9.0264,32
10510,50.3333,6.95,629
25561,64.8667,174.4167,4
4458,69.5647,-49.3308,1092
48939,18.9167,102.45,0
71138,51.2667,-102.4667,498
34662,47.9333,44.7,0
65563,6.9,-5.35,196
71011,52,-112.8,870
KIZG0,43.9833,-70.95,138
93020,-35.2667,173.9167,150
72774,45.9548,-112.4975,1692
72211,27.9667,-82.5333,8
78364,20.05,-75.8167,0
784X1,45.4,-73.13,38
94791,-30.3,153.1,5
47644,35.7667,139.5333,0
72367,36.9,-106.58,2393
65YVF,45.29,-75.06,80
85682,-36.7667,-73.05,12
72263,31.35,-100.5,584
D6310,54.1049,13.8239,1
BWXFA,43.86,-79.31,176
72540,40.25,-93.7167,271
30768,52,116.5333,479
6722,46.1122,7.5086,1825
76122,30.4167,-107.9167,1467
85766,-39.6167,-73.0833,19
11157,47.5333,14.1333,638
KSSF0,29.337,-98.471,176
15341,45.0167,22.85,262
16350,39,17.0667,155
86297,-27.3167,-55.8333,91
99606,58.7,1.4,-9999
11231,46.65,14.3333,448
43017,19.2667,76.7667,422
54715,37.3333,116.5667,19
12930,46.3833,17.8333,144
65462,6.1167,0.8,175
99792,-34.4,146.9,205
72332,34.2667,-88.1,105
KMTJ0,38.5098,-107.8942,1755
43205,15.15,76.85,448
43117,17.6667,75.9,477
97072,-0.6833,119.7333,6
D3739,49.4521,12.4366,596
15729,0,0,0
94805,-35.75,136.5833,143
65380,6.5833,1.5,44
72227,33.9167,-84.5167,326
35563,48.65,67,632
30866,51.5833,116.6333,649
68184,-25.1,30.4667,1436
71234,50,-113.64,1009
7240,47.45,0.7167,108
48090,18.0667,97.45,95
TB4ZN,50.63,-116.06,935
48846,18.35,105.9,3
YCMM0,-34.3,135.7,56
KAUG0,44.3206,-69.7973,107
48462,13.7,102.5833,47
35671,47.8,67.7167,345
2464,59.35,17.95,14
54929,35.25,117.95,120
84760,-16.7333,-69.7167,0
3502,52.1333,-4.5667,133
D1039,51.5263,9.7978,317
8430,38,-1.1667,61
70401,39.4203,-83.8217,322
D4354,48.7832,13.3146,456
ZMUB0,47.85,106.7667,1286
41978,22.2667,91.8167,4
34866,46.1833,45.35,-7
KLGC0,33.0089,-85.0726,212
76253,27.3833,-109.8167,62
72581,40.7333,-114.0333,1291
93WXE,50.5582,7.0317,274
47814,33.3167,130.9333,83
68744,-32.1667,25.6167,927
36643,47.8,82.8333,548
N9KHB,50.46,-111.32,766
WJGF3,59.141,9.666,4
2031,68.0747,19.8394,494
21301,76.8,110.8333,6
6206,54.1167,4.0122,43
63104,61.3,1.6,-9999
40716,37.45,47.7,1110
94359,-22.8,147.6,267
29855,53.6333,88.5667,304
71194,47.6167,-57.6167,12
94525,-25.6,149.8,200
23305,66.25,52.5833,20
44230,49.5667,102,1236
7276,47.85,4.55,264
KBPC0,35.8893,-101.0301,845
2470,60.5333,18.3833,5
72437,39.4515,-87.3076,180
D3925,48.9329,8.6973,333
UWI7O,34.6885,-85.2903,237
47490,42.7333,143.2167,149
76256,27.9167,-110.9,11
83118,-21.2667,-43.75,1115
YOXVR,50.71,-114.15,1156
PAEG0,64.7781,-141.1496,277
82800,-7.1167,-34.95,85
CR4IC,59.82,10.381,196
15292,45.4167,22.25,241
72410,37.3167,-79.2,286
47404,44.3667,141.7,8
53892,36.8,114.45,60
NUO6Y,49.14,-122.55,76
33564,49.05,28.1,304
KGNT0,35.1673,-107.9021,1993
7190,48.55,7.6333,153
2499,59.15,19.1333,25
83857,-23.4833,-47.45,0
4F9K7,49.78,-119.72,345
94127,-12.2,131.9,5
82091,-0.8833,-52.6,206
94492,-28,143.8,129
85153,-14.9167,-65.6,160
KHEZ0,31.6137,-91.2973,83
71474,51.14,-121.5,1059
61878,8.1,-12.1,54
62002,31.8667,10.9833,620
95716,-34.8,149.7,652
91659,-17,178.7,34
10048,54.3833,10.1833,11
MKOCN,65.826,14.194,406
40373,28.3167,46.1167,358
24856,61.4833,129.15,112
6118,54.9667,9.7833,7
KCRS0,32.0281,-96.4006,137
JJXQU,47.5699,11.3006,805
10921,47.9833,8.9,804
95111,-14.2,129.5,28
84239,-2.8833,-78.9833,2530
KSEE0,32.8262,-116.9724,118
86750,-17.8156,-53.2875,875
KOWD0,42.1905,-71.1729,15
43321,11.0333,77.05,396
2032,68.2167,19.7167,393
82892,-8.4,-36.7667,639
13223,44.55,15.3667,565
42056,32.6667,74.8333,366
11171,47.8,15.3,872
KQS5A,49.87,-118.07,490
BGPT0,61.98,-49.67,2
91762,-13.8,-171.7833,2
8ESDO,-26.6,152.9,239
16230,42.4333,14.2,10
10027,54.3,9.6,2
85967,-54.9333,-67.6333,0
JVUQY,52.15,-106.6,497
28264,58.05,65.2667,62
72249,32.8333,-97.3,196
11038,48.0739,16.5361,205
37309,42.5833,43.45,789
31092,59.8,148.8333,19
42242,27.1667,73.6667,297
71611,45.37,-71.82,181
FMNP0,-16.049,47.622,36
40967,34.3,67.85,2975
86752,-17.9239,-51.7178,582
Q5MJ7,37.6889,-121.44158,58
86898,-23.3592,-52.9319,381
KJVW0,32.3045,-90.4105,75
91181,21.3167,-157.8167,67
40029,35,37.0333,480
52765,37.3667,101.6167,2682
61856,8.6167,-13.2,25
45039,22.4,114.2,7
16124,44.4333,9.9333,1039
40397,27.0833,49.6667,1
2451,60.8833,17.9167,22
48409,15.0853,104.3306,127
27618,54.9333,37.4667,0
98334,15.75,121.6333,175
37936,39.2,45.4167,885
38835,38.5667,68.3333,821
72402,37.9333,-75.4667,12
71712,45.12,-74.29,49
15231,45.9667,23.5667,253
60340,35.15,-2.9167,3
1167,68.7,15.4167,3
62565,28.1,-15.1,0
VOBL0,13.1979,77.7063,897
74598,37.0833,-76.35,3
OH9X2,48.54,-123.5,230
99820,-37.6,144.2,513
CWVB0,53.4928,-130.6378,16
KIMT0,45.8184,-88.1146,360
O6O4J,49.91,-57.79,15
KU3CH,49.8013,6.8488,135
60KP4,39.33133,-111.61273,1676
VVFJI,49.9186,7.0664,120
72442,38.1274,-91.7695,350
17127,40.0667,32.5667,843
KS710,48.5921,-109.2506,736
TRGWI,48.26086,-103.75114,717
9L8V7,75.38,-105.72,15
D7104,49.6208,9.6033,225
30710,52.2667,104.3167,513
11358,47.55,13.95,804
KOEL0,39.1099,-100.8164,928
40055,34.75,36.7167,483
8548,40.15,-8.4667,179
41504,36.1667,73.4,2156
46741,23,120.2167,14
FR1RC,68.648,15.283,14
91371,9.4667,170.25,3
10528,50.7167,8.0833,599
3152,55.8667,-3.8667,277
KMVY0,41.393,-70.6143,20
FABN0,-25.7333,31,800
71692,47.33,-54.59,22
91176,21.45,-157.75,7
86210,-24.05,-54.3167,300
7749,42.5167,3.1333,82
60745,34.4167,8.8167,313
30497,55.3,123.1667,522
SCLOU,48.0347,11.0527,591
76695,19.85,-90.55,5
83623,-20.4167,-49.9833,503
87506,-35.5,-69.5833,1426
HEOW0,22.5857,28.7166,262
71377,45.43,-73.93,39
7629,43.5744,1.3764,158
24656,63.5167,129.4833,79
94366,-20,148.2,8
6496,50.4667,6.1833,564
M1C14,55.74,-60.43,250
15270,45.6833,21.9167,125
KOXI0,41.3302,-86.6648,209
91764,-14.3167,-170.8333,122
94553,-28.6,152,872
16760,35.1833,25.3167,360
D5227,47.9688,10.9156,685
11603,50.7667,15.0167,398
71730,46.63,-80.8,348
SBAU0,-21.1413,-50.4247,415
M272V,45.75,-70.68,335
94779,-33.3103,151.2442,280
50756,47.4333,126.9667,240
72756,48.9333,-95.35,328
D6215,49.2154,13.0662,692
94716,-34.7,149.7,650
67983,-20.2,32.6167,1131
94859,-37,144.5,290
D1814,49.9052,8.4459,87
FYOT0,-23.9667,19.7,1196
3EADS,44.63,-79.54,285
25042,69.8333,168.6667,16
KGEZ0,39.5831,-85.8048,245
EMV1A,46.71,-67.72,80
VIGG0,32.1651,76.2634,770
30978,49.8333,118.3833,550
94787,-31.4,152.9,7
SKGY0,4.8123,-74.0649,2557
540Y1,43.9,-79.04,124
3MXT3,45.68,-74.04,82
6652,47.1167,8.3333,417
99225,29.6,-93.5,3
FTWGS,45.51,-66.1,11
10264,53.3167,11.9333,81
47763,34.0333,131.5667,4
31587,49.6167,128.65,117
83744,-23.0667,-43.15,73
40265,32.3667,36.25,686
86275,-26.9167,-55.6667,0
72566,41.8667,-103.6,1209
47137,36.4083,128.1575,97
BN2KA,30.87033,-87.81933,75
ZSZS0,29.9342,122.362,3
1371,61.1219,9.0631,525
31647,49.2833,135.1833,71
C9NCB,49.45,-98.25,297
87007,-22.1,-65.6,3462
22641,63.9,38.1167,8
34351,49.92,40.57,83
68329,-26.8842,22.0503,930
76845,16.7333,-92.6333,2276
91948,-23.1333,-134.9667,91
UWKD0,55.6,49.2833,124
KRBD0,32.6809,-96.8682,201
CXQT0,48.4333,-89.2167,190
47837,30.7333,131,17
83010,-11.0167,-68.7333,0
31994,43.5833,134.1667,503
99762,-35.5,148.9,1205
84099,-0.45,-76.95,220
89020,-75.5833,-26.1667,10
94084,-4.0167,153.6667,2
FMNO0,-16.083,45.367,43
15443,44.45,26.9167,40
8148,41.7667,-2.4667,1082
40853,29.2333,56.5833,2258
12925,46.45,16.9667,139
35406,49.05,51.8667,4
53772,37.7833,112.55,779
11365,47.2,14.7833,669
40856,29.4667,60.8833,1370
J319D,50,-117.37,568
74501,38.75,-120.5167,0
3915,54.8667,-6.45,64
UUWW0,55.5833,37.2667,209
11653,50.7358,15.7403,1602
71547,56.08,-119.34,703
Z8TCC,52.9247,9.4068,35
11016,48.5167,14.4167,682
6286,53.2,7.15,0
30781,52.75,120.0333,370
1382,60.7733,10.8056,128
95871,-36.3667,145.4667,113
13586,41.9667,21.65,238
1XLH3,46.07,-62.6,61
72253,29.5333,-98.4667,247
94794,-31.1,146.9,187
63717,-0.5,36.9667,1759
26659,54.8833,28.7,174
KTMK0,45.4182,-123.8144,12
SULS0,-34.8667,-55.1,30
KEOE0,34.3093,-81.6407,174
6316,51.65,3.7,0
72557,42.3833,-96.05,335
KHQM0,46.9712,-123.9366,6
86690,-14.4667,-48.45,583
D0504,51.7981,13.9718,78
89644,-66.95,143.9333,52
89257,-75.8667,-59.15,40
PACL0,64.3012,-149.1201,170
15318,45.28,22.52,2180
58083,34.82,119.13,10
25820,61.9167,159.2167,8
27888,53.5,47.95,263
V9ZAP,43.9828,-124.1114,16
28240,57.8833,60.0667,258
78350,21.5167,-78.2333,0
KLWA0,42.3512,-86.2556,203
42174,28.3333,75.5833,300
17120,40.0833,32.5667,843
CYSP0,48.7553,-86.3444,316
KOLY0,38.7218,-88.1764,147
41571,33.6167,73.1,507
94450,-28.9,121.3,371
71304,50.1428,-123.1064,922
43349,10.3667,79.85,2
D3491,50.441,11.2401,738
CUUXN,47.8023,11.8251,650
KLKU0,38.0098,-77.9701,150
D6257,47.6279,11.5166,720
KSEF0,27.4564,-81.3424,19
38198,43.2667,68.2167,209
16044,46.0333,13.1833,93
89642,-66.7,140,41
KIML0,40.5103,-101.6201,999
8I5O5,47.2689,10.5355,1320
6656,46.7408,8.0608,567
6727,46.3028,7.8431,639
97100,-2,121.3167,0
68538,-30.6333,23.9167,384
D2184,51.2142,9.6919,340
94924,-35.2333,149,605
94814,-35.3,138.9,58
YHID0,-10.5864,142.29,13
35361,50.1333,65.2333,142
94855,-36.7,144.3,215
TLZZK,59.185,9.54,20
71082,82.5,-62.33,65
62103,30.1333,9.5,346
ENOA0,60.4919,2.8273,15
40737,36.45,52.8167,12
94317,-23.4,119.8,524
94901,-36.1,147,184
61777,12.2231,-15.6642,39
KGUP0,35.5111,-108.7893,1973
11225,46.85,14.2,705
56144,31.7333,98.5667,3204
97394,-8.8667,126.3667,0
67588,-14.1667,33.6667,1100
42397,26.6667,88.3667,123
69667,44.25,18.75,517
C1ZOZ,60.24,-123.47,216
37642,41.1,43.55,333
99522,60.9,0.9,-9999
24136,68.6167,118.3333,79
86927,-25.6947,-53.0944,520
SUSLD,66.15,-65.71,24
SBCX0,-29.18,-51.18,754
74251,33.94,-96.39,213
11221,47.0697,15.0875,462
09T7P,49.9224,8.0183,200
63845,-5.25,39.8167,25
6158,55.6736,11.0975,2
KATY0,44.914,-97.1547,533
68375,-27.4228,29.1694,1670
D1336,52.8568,9.6756,70
95663,-34.2525,135.7136,60
67971,-20.3167,30.0667,980
93184,-37.65,176.1833,36
KNJM0,34.6905,-77.0297,7
40372,30.5333,38.9,813
47690,36.7333,139.5,1292
1110,66,11.6833,33
99523,56.5,2.0167,-9999
D1170,51.8873,9.728,265
98326,14.9833,120.4833,0
62360,30.6,31.0167,12
D0622,52.3745,11.4655,66
D3584,49.8135,6.5858,365
SBML0,-22.1966,-49.9264,647
2036,67.85,19.0333,467
68014,-19.6,18.1167,1411
UUDL0,57.55,40.15,91
99213,47.3,-90,3
KCSM0,35.3398,-99.2005,586
D3432,48.5667,8.7184,380
D5444,48.3091,10.2048,500
2945,61.85,24.8,143
40380,28.4333,48.5,8
59446,22.25,109.9667,121
68345,-27.9947,26.6658,1343
38846,38.3667,69.9833,1470
71220,54.3,-130.61,2
R8AS1,30.4412,-93.4735,24
81908,-7.0708,-41.4042,233
48112,9.9667,98.5833,46
10504,50.65,6.2833,572
6212,52.9181,4.1503,51
81734,-3.3989,-57.6736,35
71295,50.63,-93.22,363
48552,8.4667,99.9667,7
95287,-16.4333,145.9833,2
42260,27.15,77.9667,168
OXHTY,45.8,-73,30
2114,64.45,15.6,346
87576,-34.8167,-58.5333,20
97682,-3.3333,135.5,3
EEKE0,58.2299,22.5095,4
14321,44.75,14.7667,24
UQO82,50.34,-105.55,569
MBGT0,21.4445,-71.1423,4
72747,48.5667,-93.4,361
68649,-31.1211,26.8097,1602
31311,53.9667,129.0667,416
68159,-23.9667,26.9167,857
6104,55.7333,9.1667,75
10686,50.0317,11.9744,622
LFYD0,48.0833,5.6667,390
11337,47.5972,12.6453,1624
KFFM0,46.2844,-96.1567,361
MGCP0,14.3069,-91.8994,8
31790,47.9833,135.0833,85
97372,-10.1667,123.6667,108
40582,29.2167,47.9833,55
57816,26.5833,106.7167,1074
D2233,50.404,11.8193,446
52866,36.6167,101.7667,2262
7BCEH,68.45,17.467,50
16641,39.6167,19.9167,2
2538,57.4,13.5333,285
95487,-27.4,141.8,117
71966,64.06,-139.13,370
2943,61.5167,23.75,98
40434,25.3667,42.7333,920
86839,-21.0856,-49.9203,405
8920,42.8167,-0.2833,2180
31513,50.9167,128.4667,178
61270,13.0667,-9.4667,333
22913,60.7167,33.55,23
6350,51.5667,4.9333,15
16401,38.7075,13.1783,242
