id,latitude,longitude,elevation
26242,58.3,26.7333,59
70271,62.15,-145.45,481
XN9TE,63.109,7.816,62
29405,56.6,76.9,90
40587,29.2667,47.7167,54
44434,28.2167,84,827
89014,-73.05,-13.3833,0
83948,-29.3333,-49.7333,31
8B2H9,50.34,-119.27,538
KIRS0,41.8133,-85.4389,282
PAER0,61.2667,-153.8,357
37871,39.9322,44.5214,833
83719,-22.9833,-42.0333,7
3670,51.6167,-0.4,113
43049,19.2667,84.8833,16
BXIJR,51.6671,6.9732,29
27038,59.3183,39.9256,125
99911,42.21,20.75,464
27821,54,38.1333,0
1205,62.3333,5.2667,38
7390,46.6833,5.5167,280
OIIA0,35.9521,50.4508,1149
94151,-13.65,136.95,17
MHGC4,50.61,-112.98,940
6120,55.4833,10.3333,17
72417,38.8833,-79.85,606
11816,48.2,17.2,133
7628,43.4514,1.2619,190
71186,48.37,-70.54,7
94123,-12.25,131.0333,20
99092,9.2,101.4,-9999
94934,-37.3,150.1,19
47845,30.85,129.4667,130
LNFT5,28.5,-95.72,24
KRNP0,42.993,-84.1385,224
71070,49.22,-111.13,915
43344,10.7667,78.7167,85
KBPK0,36.3689,-92.4705,283
22749,62.1333,39.3333,100
11648,50.25,15.85,244
94746,-34.5,150.4,678
37178,43.2,40.35,4
CYWY0,63.2094,-123.4367,149
95984,-42.5,147.9,15
ZWC6W,49.41,-82.47,226
67743,-17.8167,25.8167,985
40672,31.9833,44.9833,20
47704,36.3833,136.4167,6
84149,-0.9867,-77.8197,520
85470,-27.3,-70.4167,291
12196,54.13,22.95,186
71905,55.2833,-77.7667,21
94762,-31.0833,150.8333,410
VIJU0,32.6891,74.8374,314
96449,4.3333,113.9833,17
24790,62.7833,148.1667,645
72776,47.4667,-111.3833,1131
99214,42.7,-87.1,3
30938,49.4333,108.9,940
10394,52.2167,14.1167,101
31416,52.4167,136.5,73
GUUD7,44.17,-81.62,200
61731,13.3167,-14.2167,4
81648,-0.9878,-62.9242,17
32088,49.0667,142.0333,53
94983,-41,148.3,13
40645,33.45,43.3167,48
S7GPY,69.147,29.244,56
2952,61.4667,21.8,13
2556,57.3,14.1333,169
37626,41.25,44.8197,450
99537,41.7,-31.9,-9999
71321,63.75,-68.54,34
81080,5.1833,-59.4833,438
86716,-15.5964,-47.6258,1200
12942,46.1,18.2333,201
KWST0,41.3496,-71.8034,25
3116,56.4,-5,55
71132,59.25,-105.84,244
89108,-89,-0.3,2755
97396,-8.5333,126.5667,0
3161,55.7,-3.2167,195
47440,42.3,143.3167,32
2490,59.8322,18.6347,15
D0917,49.8809,8.6779,162
65015,12.1667,6.7,463
42953,20.2667,81.4833,393
95607,-32.2,115.7,15
43473,6.9667,80.7667,1880
6620,47.6897,8.62,438
KHZX0,46.6188,-93.3098,374
KTCL0,33.2206,-87.6114,52
47087,36.5667,127.2833,33
30961,50.95,115.5833,642
99291,55.3,-2.3,3
68182,-23.0833,30.2833,706
86723,-15.2447,-40.2294,269
1172,68,15.6167,53
72325,35.9513,-85.085,573
XFAEC,32.99,-106.96739,1401
ZSWX0,31.4944,120.429,7
28630,55.2,59.6667,0
54308,41.2167,116.6333,661
KMFI0,44.6369,-90.1893,390
41100,18.3,42.35,2869
37050,44.05,43.0333,0
EDXU0,53.2878,8.9483,3
83768,-23.3333,-51.1333,569
30638,53.2667,108.75,475
14308,45.2333,13.9333,291
52787,37.2,102.8667,3044
LTFJ0,40.9,29.3,98
89572,-68.85,78.0333,363
78352,21.85,-78.1167,0
94419,-27.7,153,65
83769,-23.15,-49.9667,471
28158,58.5167,64.55,73
1367,60.9833,9.2333,365
32195,46.85,151.8667,26
KRWI0,35.8563,-77.8919,48
74754,31.55,-92.9333,27
47741,35.45,133.0667,17
91756,-13.8167,-171.75,3
99252,63.3,-170.3,3
94733,-32.5667,151.15,40
54102,43.95,116.0667,991
10738,48.6833,9.2167,396
KGYY0,41.6163,-87.4128,180
15299,45.4,25.1667,581
76581,21.85,-100,990
KCNI0,34.3122,-84.4222,372
29726,54.3667,81.95,135
37531,41.9833,44.1167,612
SFHU0,43.8387,-90.1377,276
KMXO0,42.2204,-91.1633,254
84279,-4.3667,-79.9333,430
10401,51.2,6.1333,73
D2066,50.7383,9.6608,257
95709,-33.9,147.2,262
FAKP0,-25.4333,31.9333,152
72267,33.6667,-101.8167,1000
42311,26.9833,94.6333,95
30074,59.9,117.5833,162
71777,50.31,-122.73,204
3318,53.7667,-3.0333,10
26416,56.6833,22.5,112
USMM0,65.4667,72.7,15
22835,61.45,36.9,152
43184,16.8333,81.5833,11
8546,41.1333,-8.6,93
86632,-11.5942,-46.8472,732
68287,-24.9331,30.85,1436
KCPT0,32.3537,-97.4338,260
68275,-25.7167,29.9333,1698
36905,43.3167,79.4833,1273
OLSNK,32.83512,-105.99408,1279
87823,-42.7333,-65.0667,136
41452,14,44.3333,0
94812,-37.1667,139.75,3
44424,29.2833,82.1667,2300
EGHC0,50.1028,-5.6706,122
62373,30.0667,31.1833,18
P4QN6,46.17,-72.33,84
RHASX,74.72,-94.97,68
41316,17.0333,54.0833,20
87065,-24.1667,-62.9,205
51068,47.1,87.3833,472
48894,1.9,3.6,0
41505,36.3167,74.65,2374
2591,57.65,18.35,45
MGPC0,17.2603,-90.2639,50
41950,22.75,90.3667,3
1107,67.5167,12.1,4
KLSB0,32.3335,-108.6917,1307
KBVS0,48.4709,-122.4209,44
22520,64.9833,34.8,7
78061,26.7,-78.9667,2
PAFE0,56.9614,-133.9103,52
40101,33.8167,35.85,920
42420,26.5167,93.9833,0
6193,55.3,14.7833,11
3875,50.6833,-1.45,25
CWKA0,49.8046,-124.5252,10
NHN6Y,51.27,-121.68,1126
63270,-0.3667,42.4333,0
63260,2.0333,45.35,9
KONA0,44.0772,-91.7083,200
84069,-0.25,-79.2,660
27707,54.1,35.35,239
29570,56.0333,92.75,276
71021,61.26,-124.47,283
KCZL0,34.4554,-84.9392,200
48017,24.0833,95.3667,259
87544,-35.8667,-61.9,87
15549,43.5167,26.5333,345
94937,-35.9,150.2,17
XGHYQ,49.8228,8.1044,245
15238,45.8667,25.7833,525
3FG4P,45.13,-74.35,53
47037,39.9833,125.25,101
M2M7X,61.185,11.375,255
KORB0,48.0159,-92.8561,400
29355,57.45,88.4667,140
KBVU0,35.9475,-114.8611,672
94868,-37.9,145,35
81788,-4.3206,-46.4497,175
3372,52.9667,-0.5667,112
31442,51.9833,127.65,276
KEAN0,42.0555,-104.9286,1456
28522,56.0833,56.5833,0
94641,-33.7,117.6,320
15575,0,0,0
16300,40.6333,15.8,823
68493,-28.3,31.42,524
6055,56.3717,8.1206,5
57669,28.15,111.6333,201
6636,46.9733,7.2781,480
7845,42.8,9.48,120
71781,49.49,-124.43,20
85672,-36.5667,-72.0333,124
1USZL,54.56,-112.98,629
61679,14.1333,-16.0667,6
56034,33.8,97.1333,4419
33749,47.3667,28.4333,78
37981,38.9,48.25,729
QXDHN,48.5975,8.4268,804
33777,47.5667,31.3333,26
16036,46.0333,12.6,128
71239,53.4167,-113.2,694
61654,14.8,-16.95,76
71571,55.69,-119.23,1015
64210,-4.3833,15.4333,309
43029,19.9667,79.3,191
34730,47.2667,39.8167,74
36985,41.4833,77.4,3080
13581,41.2167,21.4667,0
68150,-23.07,26.79,1006
52576,39.3833,102.8333,1383
6153,55.3833,11.7167,35
60413,36.5458,2.8761,102
D0240,50.1805,9.5743,287
83721,-23,-47.1333,661
15095,46.9833,22.6333,317
34759,46.5667,43.6667,108
10162,53.65,11.3833,59
38220,42.85,74.8667,626
KEDC0,30.3975,-97.5664,189
PAKF0,54.8474,-163.4103,6
1481,59.2297,10.3481,26
67585,-13.9833,33.6333,1149
15149,46.53,26.82,1285
D2844,53.6956,8.6291,13
11206,46.9581,12.9025,1078
FAOB0,-34.6,20.2833,75
10035,54.5333,9.55,43
89061,-64.7667,-64.0833,8
1426,58.1167,6.5667,0
7ERGR,49.11,-122.11,9
KBEC0,37.6945,-97.215,429
83722,-22.3167,-49.0667,590
D0377,49.107,7.9967,210
11085,48.3381,16.8314,144
32174,45.2667,147.9667,38
KX070,27.8938,-81.6204,38
71064,69.04,-107.82,165
K27A0,34.0952,-82.8159,184
86872,-22.75,-45.6039,1580
CMGB0,45.3728,-72.7739,86
71200,48.41,-123.32,61
7517,44.1833,-0.2833,133
63936,-8.6667,36.7167,1200
30473,55.9,119.6,1080
70341,59.6333,-151.5,24
3345,53.6167,-1.6667,259
15477,44.0833,26.6333,32
YZVKT,36.404,-90.648,90
95669,-34.2972,138.0014,2
AW1DH,48.178,12.3798,403
78639,14.5333,-91.6667,239
26MIF,55.81,-117.89,563
13274,44.8,20.4667,132
VRK64,70.681,23.677,81
86128,-23.5,-58.7833,100
25248,67.25,167.9667,356
6777,45.9275,9.0178,1600
8WML4,58.65,-124.24,810
38196,43.55,68.9,0
KEVM0,47.4251,-92.4981,420
11880,48.1667,18.8667,140
65285,4.1,9.35,52
58606,28.6,115.9167,50
16055,45.73,7.35,547
64452,-2.6167,16.2167,311
2254,64.1661,17.3189,307
64204,-5.85,13.1,22
86714,-15.9069,-48.1194,1152
94013,-5.7833,140.3333,1480
22106,68.6,31.85,63
36729,46.1667,80.9333,397
D7079,53.0443,14.2423,14
12375,52.1667,20.9667,106
8226,40.6667,-3.1667,639
70454,51.8667,-176.6333,6
24343,66.7667,123.4,93
10235,53,9.8333,77
56994,23.3667,104.3833,1278
70267,64,-145.7167,389
31054,59.1833,135.15,212
40719,37.2,49.6333,-7
R521S,40.7454,-106.2754,2486
15772,41.76,26.2,55
37985,38.7333,48.8333,-13
KLMS0,33.1462,-89.0625,175
KJZP0,34.4535,-84.4572,468
UYB6K,48.06667,-96.18333,340
1245,62.6,9.6833,630
60525,34.8,5.7333,87
95575,-27.9708,152.9897,48
86651,-12.15,-45.8167,754
46759,22,120.75,24
97390,-8.5667,125.5667,6
EVGH3,59.766,10.058,54
83365,-15.6333,-53.9,555
11234,46.4833,14.6,623
54836,36.1833,118.15,302
D1669,53.808,12.9608,43
35108,51.25,51.2833,36
2867,65.3667,27.0167,114
99459,-31.2,120.3,450
67771,-17.3667,30.2,1140
MMCU0,28.7024,-105.9635,1360
1KLRH,52.42,-105.15,552
KRUT0,43.5299,-72.9496,240
25017,69.1833,154.45,46
KN030,42.5926,-76.2149,365
EGBJ0,51.9,-2.1667,29
6205,55.3992,3.8103,48
6472,50.2,5.25,294
37699,40.5833,44.35,1891
91936,-17.7456,-149.1589,2
59228,23.1333,107.65,457
94701,-34.5333,144.8667,90
91642,-8.5,179.2167,3
95643,-33.0789,115.8806,40
47099,37.8858,126.7664,30
60545,33.7667,2.9333,765
KSCH0,42.8525,-73.9289,115
17165,39.1167,39.55,981
34838,45.85,40.0833,79
47121,37.1833,128.45,241
7475,45.5333,4.3,404
11141,47.4,13.2167,550
D3698,48.8767,10.2414,503
95904,-37.9,148,36
43136,17.55,80.6333,110
KIYK0,35.6587,-117.8295,749
SPJE0,-5.5925,-78.774,755
71943,56.24,-120.74,695
2217,63.3736,13.1606,435
KEVW0,41.2748,-111.0346,2177
KPSK0,37.1373,-80.6785,642
H5X3C,46.7,-109.7,1414
D0561,53.367,7.9679,11
31815,47.6833,137.4833,488
40438,24.7167,46.7333,635
8533,37,-8.95,25
KSGT0,34.5995,-91.575,68
93072,-36.3,174.7,452
7660,43.1,5.9333,24
86259,-26.2833,-57.05,0
68296,-24.9833,31.6,263
KSLJ0,31.1738,-89.1912,85
84691,-13.75,-76.2833,8
17250,37.9667,34.6833,1208
38943,37.9167,69.7833,0
14015,46.0667,14.5167,299
28799,54.1667,74.8,115
66240,-10.7,13.75,5
60734,36.0667,9.3667,443
28413,57,54.55,76
41196,25.3333,55.5167,35
86935,-25.4944,-48.3258,1
87803,-42.9333,-71.15,789
38358,42.15,73.9833,2092
38367,41.05,52.9167,-23
89263,-66,-66.1333,-9999
28668,54.7667,66,152
42807,22.5333,88.3333,5
11138,47.1333,12.6167,2304
94552,-27.4,151.7,407
47925,24.8167,125.15,8
71430,43.83,-77.15,79
93294,-39.1769,175.4039,824
95858,-38.2833,144.6,12
35358,49.6333,63.5,136
68292,-24.5333,31.0333,620
3604,51.7,-5.05,44
84378,-3.7333,-73.25,117
8913,42.8989,-0.7978,1340
57957,25.3333,110.3,166
33231,51.2833,30.2333,123
71573,42.87,-80.55,232
34753,47.1167,43.9333,73
26938,52.7167,25.35,0
99528,61.3,1.7,-9999
65271,7.6833,8.6167,113
71984,69.36,-124.08,6
52941,35.7167,98.9167,3962
10501,50.7833,6.1,202
28097,59.4667,73.3667,82
85244,-17.6333,-63.1333,373
82640,-6.2667,-57.7333,98
13031,46.65,16.1833,188
95873,-37.7164,145.0453,83
KMRB0,39.4019,-77.9847,172
15134,46.6833,28.0667,98
31418,52.2833,135.8,201
95962,-43.0608,146.7039,495
47428,41.8667,140.1333,4
78761,9.9833,-84.7833,2
4330,74.3,-20.2167,44
H0RMF,51.2889,6.9275,110
74911,40.3333,-97.4167,471
26120,58.8642,23.0436,5
94542,-27.2,151.3,347
12415,51.2,16.2,122
99293,48.3167,-133.8333,3
KFOA0,38.665,-88.4531,144
60742,35.5,11.0667,12
74918,37.6,-121.3,59
86702,-15.2511,-59.3467,256
72462,37.4333,-105.8667,2297
91565,-19.5333,169.25,70
72258,32.8471,-96.8518,148
94955,-41.4,146.3,684
60388,36.6,2.1833,0
44373,43.5833,104.4167,1465
99646,53.5667,-131.1333,0
4014,63.8167,-22.7167,20
81917,-7.8425,-35.7906,418
95543,-25.6,151.6,113
95989,-41.9,148.3,10
15254,45.65,23.9167,1454
30457,55.2667,113.1333,0
37618,41.1233,44.28,1509
98432,14.0833,121.05,10
FTTE0,14.517,20.9,512
56033,34.9167,98.2167,4273
KFAY0,34.9912,-78.8803,58
MUIG1,54.13,-108.52,481
64074,3.0667,29.5,985
11015,48.5167,14.5,548
62420,28.3333,28.9,127
74948,35.35,-96.95,329
KSGH0,39.8403,-83.8402,320
62007,32.8833,12.0833,3
T82KX,47.8529,11.4999,610
99819,-37.8,145.4,195
47639,35.35,138.7333,3772
YLEC0,-30.5983,138.426,261
63641,2.3,37.9,1219
94606,-33.9333,115.0667,88
87173,-27.5833,-56.6667,71
K0F20,33.6017,-97.7756,335
32287,57.0667,156.8333,8
41263,22.9933,57.3158,589
D0714,52.3653,14.2474,46
47489,43.0333,144.2,95
81975,-9.9061,-58.5719,261
99414,41.4,-71.0333,0
D4984,53.2252,14.33,46
BBK6X,52.19,-128.11,4
LIQD0,44.0333,10.9333,932
47740,36.2,133.3333,27
41678,29.95,73.25,162
6340,51.45,4.3333,20
78267,20.0833,-75.15,8
94001,-6.1333,141.3,26
28138,58.5167,58.85,0
54324,41.55,120.45,176
FZIS8,47.33,-112.1,1311
28825,53.5833,56,130
QOHE2,44.27,-79.32,229
37193,43.45,41.7333,0
71516,49.05,-105.48,756
47638,35.6667,138.55,273
91365,8.9,165.7333,2
17246,37.2,33.2167,1023
4096,64.8,-13.85,20
43327,10.0667,78.8,86
47185,33.2833,126.1667,72
SBPS0,-16.4386,-39.0809,51
D5099,49.7326,6.6131,132
48616,5.5333,102.2,68
70362,59.4667,-135.3167,13
95805,-35.8,136.6,38
LTAM0,38.7167,35.5,1043
60252,30.3333,-9.4,74
58265,32.0667,121.6,10
KBBB0,45.3319,-95.6506,317
84560,-9.75,-70.75,350
62730,15.4667,36.4,500
23339,66.05,68.6833,40
71123,53.31,-113.58,723
62905,6.8,33.1333,510
94323,-24.3,131.5,614
42140,29.85,77.8833,273
11387,47.9833,16.5,185
6096,55.1833,8.5667,4
6BREF,60.638,6.205,45
23578,64.25,87.6,26
45V5B,55.29,-114.78,583
67793,-16.15,35.2167,820
48477,12.6833,100.9833,16
74788,27.85,-82.5,4
91218,13.5833,144.9333,187
78368,20.1333,-75.2333,55
02B5T,48.2738,9.4745,665
2825,70.0833,27.95,35
72265,31.9333,-102.2,875
94739,-32.4833,150.9,90
68614,-31.6667,18.5,34
52682,38.63,103.07,1367
37492,42.0167,42.3,221
8475,36.6147,-4.6581,1147
63686,0.5333,35.2833,2120
78907,15.3,-61.4,72
U1K6U,47.7515,-111.5467,1152
94120,-12.4,130.9,31
7747,42.7333,2.8667,43
89598,-82.0167,96.7667,3565
31996,43.4333,134.7667,25
99219,50.9,-135.9,3
KDCU0,34.6541,-86.9454,180
91723,-9.2,-171.9,3
42395,26.3,87.2667,59
66136,-7.1667,14.2667,540
PALG0,61.5363,-160.3413,17
ZVNY0,54.05,-128.63,98
34579,48.2167,46.7333,35
26038,59.3833,24.5833,34
RGSKT,35.18053,-103.60145,1239
30469,55.1167,116.7667,613
91507,-8.7833,160.7333,10
11314,47.4944,10.7153,842
72016,37.6,-81.55,544
NTGA0,-17.3526,-145.51,3
47829,31.7333,131.0833,154
12374,52.4,20.9667,94
47102,37.9661,124.6306,146
61036,14.2,1.45,209
15552,43.2,27.9167,41
17145,39.5833,27.0167,21
1413,58.7606,5.6506,74
84401,-5.1833,-80.6,49
HMUFO,50.28,-64.78,15
91582,-20.7667,167.2333,28
68638,-31.4833,25.0333,1270
95667,-33.8,138.6,395
6614,46.74,8.1061,577
68558,-30.93,27.6,1825
21824,71.5833,128.9167,8
UDSG0,40.75,43.85,1524
99579,24.3,-39.2,-9999
33959,44.6833,34.4333,3
91780,-18.65,-173.9833,9
12490,51.55,21.85,124
26585,55.85,32.95,214
68116,-22.4667,18.9667,1440
71627,45.47,-73.74,36
7160,48.5006,3.7633,81
94293,-19.6333,146.2833,292
36G8S,55.84,-108.42,434
94614,-32,115.8,20
4254,64.2,-51.6833,86
65232,7.2833,5.3,345
CWJG0,52.2697,-128.4067,10
71861,50.37,-102.57,600
99290,60.5,-2.9,3
KJES0,31.554,-81.8825,33
KGOV0,44.6803,-84.7289,353
94530,-28.5,150.3,218
D3205,52.6579,13.179,33
MT9RW,60.87,8.518,807
1041,69.7333,21.0167,5
71824,49.82,-74.98,381
40226,32.4667,35.3,125
KPTS0,37.4495,-94.7311,290
71761,54.13,-111.92,645
28867,53.3167,65.55,210
14654,43.8667,18.4333,630
61257,14.4333,-11.4333,47
Y4T06,37.6966,-104.7848,1844
68240,-24.2167,25.9167,1005
KOWA0,44.123,-93.2588,349
68350,-26.7333,27.0667,1350
41Y3R,-66.6,110.7,0
26045,59.5167,26.55,2
UO06D,53.35,-117.87,1036
6590,49.6167,6.2167,376
54374,41.7167,126.9167,333
44238,48.53,101.38,1510
KOCF0,29.1719,-82.2241,27
12310,52.35,14.6,21
RJDO0,33.2167,129.05,20
37788,40.1514,44.4039,854
33222,51.2333,29.3833,137
KBOW0,27.9434,-81.7834,38
DNIM0,5.4271,7.206,114
CYZG0,62.1819,-75.6694,226
95655,-32.5167,136.4833,205
40795,32.4,48.3833,143
PAQH0,59.7551,-161.845,13
6060,56.3,9.1167,52
71014,52.18,-113.18,889
67625,-14.85,22.7,0
26429,56.4,24.2167,33
KTVI0,30.9018,-83.8811,81
KBAX0,43.7802,-82.9854,233
3136,55.5167,-4.5833,26
FCOE0,-0.883,14.8,458
84735,-15.4833,-70.15,3826
12570,50.8167,20.7,260
35449,48.8333,62.1,82
D3339,50.5202,6.2083,535
2996,60.4,21.95,5
71858,53.19,-99.27,222
98538,11.5833,122.75,3
KCFV0,37.094,-95.5719,230
85819,-41.9,-73.8,11
D3711,50.6819,11.515,289
15718,0,0,0
10945,47.7964,10.0336,672
8130,41.5,-5.75,654
KJLN0,37.1518,-94.4983,299
20QWH,49.85,-95.53,323
64328,-10.7167,25.45,1405
99867,42.67,21.15,657
63459,8.98,40.17,1052
RPVC0,12.0667,124.55,3
44429,28.05,82.5,634
24266,67.55,133.3833,137
6116,54.8986,9.1225,15
31087,58.8,141.6667,4
KMNV0,35.5452,-84.3804,314
83055,-22.45,-43.2833,0
41661,30.2667,66.9167,1620
61099,11.8833,3.45,202
2796,63.3167,30.05,98
1062,76.5,25.0667,6
41408,15.5,43.5,0
KSJX0,45.6923,-85.5666,204
J5D8P,45.74439,-107.66044,922
RPUN0,13.5833,123.2667,43
4ZZE7,53.68,-57.04,14
70385,57.2667,-133.6167,0
33429,49.4333,26.9833,350
14111,45.5667,14.25,413
D1024,51.1157,6.851,37
3841,50.8667,-3.25,255
KXVG0,47,-94.2,407
KAIK0,33.6494,-81.685,161
26711,54.6369,21.7933,32
KELK0,35.4308,-99.3943,614
6649,47.55,8.05,322
4312,81.6,-16.65,34
43363,9.2667,79.3,10
80420,10.45,-64.1833,2
72779,48.3,-114.2667,906
78866,18.05,-63.1167,4
1135,66.1317,13.5867,126
72755,47.5,-94.9333,423
KDXZ0,37.0364,-113.5103,879
68911,-34.1411,18.8489,7
16415,38.5833,14.8667,46
KDUJ0,41.1783,-78.8987,554
47799,34.2833,129.3333,63
87640,-36.2,-61.0667,94
60775,32.3167,10.4,300
94390,-24.7167,153.2,99
50514,49.55,117.4667,710
Y7KHS,51.07,-93.79,386
71AZC,50.12,-97.17,236
27331,57.6333,39.75,0
F0QF3,58.33,-62.59,516
38656,39.3167,58.6,89
KCOQ0,46.7011,-92.5036,390
DMKPG,60.594,7.527,1210
FMBIT,68.22,-135.01,6
41141,16.9,42.5,6
TIH4U,45.0002,-92.8549,285
D4494,49.2806,11.914,453
80475,7.5833,-72.0667,327
26115,58.9167,22.0667,9
71032,49.47,-120.51,696
71478,50.82,-128.91,103
LIER0,39.8964,8.6417,9
68939,-34.2122,24.8578,1300
KUES0,43.041,-88.2371,278
4170,63.5167,-17.9833,8
6021,57.1217,8.5947,3
11134,47.2167,12.0333,1250
47065,38.5167,125.7667,52
47150,36.3272,126.5575,16
81687,-1.6617,-45.3728,41
14472,42.65,18.0833,52
LHTL0,47.35,18.9833,101
42730,22.4833,69.1167,5
X3QMA,65.76,-111.25,488
83497,-17.65,-39.25,11
72280,32.65,-114.6,65
10508,50.45,6.65,556
7549,44.9,2.4167,640
D2294,48.6573,12.0888,470
41592,32.55,71.5167,210
72221,30.4833,-86.5167,26
20353,76.95,68.55,8
78982,12.5,-70.0167,18
82825,-8.7667,-63.9167,95
95146,-12,135.6,8
6719,45.8667,7.1667,2460
94557,-26.6644,152.4606,523
85104,-13.0667,-64.8167,140
41304,18.1333,55.1833,269
30471,55.8667,117.3667,754
71197,47.57,-59.15,40
57993,25.85,114.95,125
65229,6.3167,5.6,79
71135,49.17,-105.98,917
82591,-5.2,-37.3667,23
3596,52.1333,1.4333,26
KSUZ0,34.5904,-92.4794,119
ARKWZ,49.28,-122.88,130
LKG13,55.29,-127.17,534
71449,49.02,-95.6,329
70340,59.75,-154.9167,63
67025,-14.8833,50.25,87
47753,34.75,131.15,72
70232,61.5667,-159.5333,27
KBTR0,30.5378,-91.1468,21
94998,-54.5,158.9,6
71288,69.11,-105.14,19
15044,47.4667,22.8,162
29833,53.9397,84.79,210
GAJ9R,47.8516,8.7673,540
KLUX0,34.5071,-81.9472,212
11201,46.7464,12.4236,1087
92068,-9.9667,149.3833,1005
KCBM0,33.6452,-88.4459,66
PAFK0,62.5425,-153.6225,321
KCDD0,48.2666,-92.4835,341
D4493,49.4117,12.076,416
EUMPC,51.4789,7.2697,101
23453,65.95,78.4,22
7591,44.5667,6.5,871
D3418,48.2754,9.6355,594
KPRC0,34.6544,-112.4196,1537
1011,80.1,31.4,16
42547,24.4667,74.9,494
D0071,48.2156,8.9784,759
D5059,47.728,7.9988,781
91727,-9.3833,-171.2667,3
60518,35.3,-1.35,68
30667,53.1667,115.8333,596
42948,21.1,81.0333,329
53764,37.5,111.1,951
6700,46.25,6.1333,420
47684,34.9333,136.5833,47
76061,31.3,-113.55,48
6695,46.6333,8.5944,1442
40039,35.9333,39.0167,245
71601,44.63,-63.5,44
76681,19.3167,-99.1833,2278
FVB4L,48.57,-71.33,122
KTGI0,37.8251,-75.9978,2
KSWO0,36.1612,-97.0857,305
42074,31.3333,75.3333,0
93026,-35.4333,174.4167,5
37386,42.3,42.4167,114
71140,49.91,-99.95,409
63332,11.6,37.4,1820
30971,50.9167,117.9333,807
KRPJ0,41.893,-89.0783,238
D1497,53.0238,13.7088,75
60559,33.5,6.1167,63
ZGV5F,62.21,-133.37,716
TMT7J,42.89355,-73.2486,252
34202,50.8,35.7667,222
RS3FC,63.35,-90.73,10
42503,25.0333,88.1333,26
SBCA0,-25.0003,-53.5008,754
86805,-19.3567,-40.0686,40
15741,41.7667,26.2,54
Y2H8K,53.29,-113.86,720
CYIK0,62.4156,-77.9253,38
IQDF0,54.04,-128.68,11
22004,69.4,30.2,126
11124,47.1575,10.2114,2809
45011,22.1667,113.5667,114
D1089,48.5017,7.9943,196
KKY80,37.9532,-86.8572,126
58215,32.5833,116.7833,23
47869,30.6333,130.9833,281
14112,45.7667,14.2,533
3FAHG,50.1587,7.4972,388
86910,-23.4964,-46.62,792
71281,44.42,-75.85,82
83095,-10.9833,-37.0667,8
29498,56.35,98.3667,0
99626,42.1167,-56.1333,-9999
89565,-67.7167,62.8,430
11181,47.95,16.25,233
48625,4.5667,101.1,39
46810,20.6667,116.7167,6
60580,31.9167,5.4,141
D4411,49.9195,8.9671,155
71632,45.8,-80.5333,190
4361,65.5833,-37.15,35
M3MM4,51.47,-78.76,24
2767,61.05,25.05,125
64751,13.2167,18.3167,333
ZL7PU,56.53,-117.93,672
8029,43.35,-1.8,5
38545,40.4667,62.2833,143
28710,54.0833,54.9167,120
J35KT,44.67,-80.78,222
68390,-25.8833,31.5,480
71629,44.2333,-78.3667,191
30549,54.2,111.95,1302
42839,21.75,72.2,17
47770,34.6833,135.1833,58
EDBC0,51.8564,11.4203,181
99439,26.6833,-79,2
2807,68.6167,27.4167,147
42026,34.05,74.4,2652
42435,25.75,71.3833,193
10557,50.5,11.1333,845
KMHN0,42.05,-101.0671,994
56347,29.2,98.8,0
LJIIY,59.744,10.212,15
53810,36.55,106.15,1615
36410,49.6,83.55,385
94368,-20.4,149,2
42339,26.3,73.0167,217
28326,57.4167,56.9333,140
2096,67.2167,23.4,168
95825,-37.6,141.3,131
KCVX0,45.3048,-85.2753,204
64658,10.2833,22.7833,463
95638,-33.7,121.8,143
44454,27.7,85.3667,1337
LYUZ0,43.8989,19.6972,895
47574,40.65,139.9333,66
62455,29.5833,32.7167,3
94541,-29.8,151.1,584
89251,-62.2167,-58.75,10
KNQA0,35.3567,-89.8703,98
85247,-17.8,-60.7333,284
58477,30.0333,122.1167,37
37783,40.1856,44.4042,942
2862,65.7333,24.5167,3
28736,54.3333,59.5167,525
KIRK0,40.0935,-92.5449,294
57853,26.7333,110.6333,340
15479,44.0833,27.95,158
84370,-3.55,-80.4,25
29471,56.9,93.1333,181
7570,44.5383,4.3672,281
9W5OW,48.63,-93.97,335
61043,14.9,5.25,386
ENQA0,60.645,3.7247,-9999
12870,47.9,20.3833,220
95304,-20.9,115.4,0
1499,67.6833,12.6833,11
80361,1.1333,-70.05,207
6602,47.3517,7.3494,439
99671,53.8,5.8,0
36036,51.6667,82.7333,240
94689,-31.9667,141.4667,315
45043,22.25,114.1667,5
3928,54.85,-5.8,3
71289,52.35,-112.6,795
56768,25.0167,101.5333,1773
94882,-37.2,145.9,262
94482,-25.9,139.35,47
62018,30.5667,15.7167,77
48501,11.7667,102.8833,2
D3715,48.1003,9.8058,604
94792,-31,151.4,1025
37844,40.3333,48.1667,2
D3289,50.7281,11.7838,355
CWEM0,51.2472,-127.8354,14
6312,51.6833,3.6,0
KHEF0,38.7214,-77.5154,59
D5276,47.9237,12.7558,475
59287,23.1667,113.3333,8
69029,27.8118,-97.0888,2
94027,-6.75,146.9833,9
86709,-15.9058,-52.2439,347
42876,21.1833,81.2833,292
D1103,48.1002,11.9872,592
2151,66.4833,20.1667,275
13025,46.5333,15.65,274
44474,27.35,87.6667,1732
